./images/IMG_0960.JPG,"45 deg 29' 42.35"" N","73 deg 34' 39.99"" W"
./images/IMG_0961.JPG,"45 deg 29' 43.14"" N","73 deg 34' 45.53"" W"
./images/IMG_0962.JPG,"45 deg 29' 42.85"" N","73 deg 34' 45.23"" W"
./images/IMG_0963.JPG,"45 deg 29' 42.61"" N","73 deg 34' 44.96"" W"
./images/IMG_0964.JPG,"45 deg 29' 42.23"" N","73 deg 34' 44.44"" W"
